Rndrng_NPI,Total_Payments,Avg_Payment,Num_Tests,Outlier_Flag
1003159088,793.51353492635,49.59459593289687,16,1
1003170879,876.6715675509,54.79197297193125,16,1
1003172933,613.636620969,34.09092338716667,18,0
1003173089,772.8364517146999,64.40303764289166,12,1
1003177049,314.4764405112,24.19049542393846,13,0
1003177213,942.8596613724001,44.89807911297143,21,1
1003202565,416.3036476583,29.735974832735714,14,0
1003202896,154.36874248495,19.29609281061875,8,0
1003203472,259.3650601082,25.93650601082,10,0
1003205170,501.224200386,33.4149466924,15,0
1003214107,244.93369941,30.61671242625,8,0
1003220302,600.7753170761,37.54845731725625,16,1
1003221235,487.22939214,34.80209943857143,14,0
1003221607,445.1332827142,31.795234479585712,14,0
1003226135,16.853,16.853,1,1
1003227737,407.6711667015,37.06101515468182,11,1
1003229329,303.50325175,43.35760739285714,7,0
1003234071,367.5122863072,30.626023858933333,12,1
1003236753,593.668883276,39.57792555173333,15,0
1003250846,532.1792104592,29.56551169217778,18,1
1003254558,215.280091393,30.75429877042857,7,0
1003260019,705.2829485145,50.377353465321434,14,1
1003262601,371.74972774590003,30.979143978825004,12,0
1003264896,192.273720478,32.04562007966667,6,0
1003270588,599.287808135,85.6125440192857,7,1
1003278714,1049.8367194974999,38.88284146287037,27,1
1003294463,61.5307067675,30.76535338375,2,0
1003294737,543.4852295816,36.23234863877334,15,1
1003296856,835.17659797795,46.39869988766389,18,1
1003349234,380.701921359,47.587740169875,8,0
1003376989,83.929754386,27.976584795333334,3,0
1003471939,389.9185226954,35.44713842685454,11,0
1003536962,97.27753787900001,32.42584595966667,3,0
1003589656,206.3552688964,25.79440861205,8,0
1003800152,379.6932675828,37.96932675828,10,0
1003802257,98.72830769199999,24.682076922999997,4,0
1003808700,326.68762530870004,40.835953163587504,8,0
1003817164,208.1122596646,23.123584407177777,9,0
1003820192,45.826959279,11.45673981975,4,1
1003827429,160.4731098083,17.830345534255557,9,0
1003828757,1116.341169421,85.87239764776922,13,1
1003829730,899.95843820705,44.9979219103525,20,1
1003837089,230.329899808,32.90427140114286,7,1
1003843640,475.27027479099996,39.60585623258333,12,0
1003845272,225.0184529688,28.1273066211,8,1
1003846981,200.9642490996,22.329361011066666,9,0
1003847492,650.9246255744,34.25919081970526,19,0
1003850769,361.0672180579,32.824292550718184,11,0
1003852674,811.438685337,38.639937397000004,21,1
1003859398,279.2908700063,25.39007909148182,11,0
1003862228,474.6713240465,33.90509457475,14,1
1003863069,528.135338991,31.066784646529413,17,0
1003865098,145.12052579,29.024105157999998,5,0
1003865197,551.2253370051,34.45158356281875,16,1
1003866575,296.110176991,29.6110176991,10,0
1003867946,774.7272108020001,55.337657914428576,14,1
1003868969,573.1489184014,31.841606577855558,18,0
1003871815,7418.8726354691,168.6107417152068,44,1
1003871880,155.38276862610002,31.076553725220002,5,0
1003872342,53.871764706,53.871764706,1,1
1003872854,147.851516271,24.641919378500003,6,0
1003874686,619.8998443621,47.68460341246923,13,0
1003877192,315.9129842224,24.30099878633846,13,0
1003877390,532.3494854307501,26.617474271537503,20,1
1003877408,212.004783286,30.286397612285715,7,0
1003877887,736.00357732745,35.04778939654524,21,1
1003880436,58.637639285999995,11.727527857199998,5,0
1003880477,238.964406656,34.13777237942857,7,1
1003882036,396.5581865942,30.50447589186154,13,0
1003882127,207.8514133741,34.641902229016665,6,0
1003883455,61.92641791,61.92641791,1,1
1003886557,1152.8637314825,60.67703849907895,19,1
1003888165,1524.514903846,66.28325668895651,23,1
1003890740,626.2604381387,34.79224656326111,18,0
1003893686,426.45081834345,38.76825621304091,11,1
1003894767,360.6427342599,27.741748789223077,13,0
1003895384,480.67375203399996,36.97490400261538,13,1
1003895764,141.81067405,23.635112341666666,6,1
1003900903,1115.4926088703,24.788724641562222,45,1
1003901331,399.7538340597,39.97538340597,10,0
1003904020,815.3921998667,47.96424705098235,17,1
1003906884,438.0435909304,33.6956608408,13,0
1003913914,111.80375136900001,27.950937842250003,4,0
1003919531,386.75594602,55.25084943142857,7,1
1003922329,902.4706029387,60.164706862580005,15,1
1003926247,493.3976501147,29.023391183217647,17,0
1003927849,152.7522082909,25.458701381816667,6,0
1003938051,424.8581650229,30.34701178735,14,0
1003938366,55.421311253,27.7106556265,2,0
1003940966,733.2112339187,66.65556671988182,11,1
1003955030,223.527773896,74.50925796533333,3,0
1003966292,328.507912402,29.864355672909088,11,0
1003966391,435.5914483587,33.50703448913077,13,0
1003973082,532.3632753862,40.95102118355385,13,0
1003979618,140.480526316,28.096105263200002,5,0
1003981127,380.1928913565,31.682740946375002,12,0
1003981747,285.4642657732,25.951296888472726,11,0
1013003094,34.375163511,34.375163511,1,0
1013012897,604.7085498369,33.59491943538333,18,0
1013022813,267.4273847358,20.57133728736923,13,1
1013024694,392.7069508252,30.208226986553846,13,0
1013025436,438.1888693985,25.775815846970588,17,0
1013027804,70.54175773600001,14.108351547200002,5,1
1013030758,43.120000000000005,7.186666666666667,6,0
1013051499,636.1317072115,37.41951218891177,17,1
1013057454,728.8383342408999,45.552395890056246,16,0
1013062850,337.2215752362,25.940121172015385,13,0
1013064021,567.010457426,141.7526143565,4,1
1013065820,28.6675,28.6675,1,0
1013079516,833.7365534604,33.349462138416,25,1
1013088343,129.18731945300001,64.59365972650001,2,1
1013091099,28.077058824,28.077058824,1,0
1013098714,322.66917612400005,161.33458806200002,2,1
1013104959,712.82553702,41.93091394235294,17,0
1013105899,408.856300383,31.450484644846156,13,0
1013107275,792.084900948,34.43847395426087,23,1
1013108455,180.395876624,60.13195887466667,3,1
1013112739,163.455205993,54.48506866433333,3,0
1013113471,432.1117019945,27.00698137465625,16,0
1013116912,437.818239088,33.678326083692305,13,0
1013120161,258.234960961,32.279370120125,8,0
1013126416,172.86006717499998,57.62002239166666,3,1
1013127315,138.6751420283,27.73502840566,5,0
1013131002,364.3259670115,30.360497250958332,12,0
1013134402,34.12712766,34.12712766,1,0
1013142082,425.45113434859996,38.677375849872725,11,0
1013143205,387.391326004,38.7391326004,10,0
1013145424,487.1232236328,32.47488157552,15,0
1013146059,704.7159605675,37.090313714078945,19,1
1013151554,348.15777965200004,58.02629660866668,6,1
1013159037,664.2217048498,34.95903709735789,19,0
1013164847,568.0898886215,40.57784918725,14,0
1013173962,451.1029034524,37.59190862103333,12,0
1013175694,348.849606214,69.7699212428,5,1
1013177575,408.9167094696,29.208336390685712,14,0
1013178854,339.2196929402,42.402461617525,8,0
1013188630,210.86975108800002,30.124250155428573,7,0
1013196617,177.35107259400002,25.335867513428575,7,0
1013203231,401.6137053117,30.893361947053847,13,0
1013204650,505.1869071917,50.51869071917,10,0
1013207182,415.1190467428,34.59325389523333,12,0
1013228238,662.156484748,34.85034130252632,19,0
1013231588,365.247881166,36.5247881166,10,0
1013232859,630.9060315972,37.11211950571765,17,0
1013234467,446.7441835563,31.910298825450003,14,0
1013237841,473.2918299412,29.580739371325,16,1
1013254457,482.9247282597,43.90224802360909,11,0
1013270040,135.2827519383,33.820687984575,4,0
1013270693,179.697902981,22.462237872625,8,0
1013293968,334.01709532,30.365190483636365,11,0
1013298785,614.7685712417,30.738428562084998,20,1
1013319995,148.0016403995,49.333880133166666,3,1
1013329374,43.438460327,14.479486775666667,3,0
1013335074,383.28317877210003,31.940264897675004,12,0
1013336304,304.0828678222,27.643897074745453,11,0
1013351154,156.655046821,26.109174470166668,6,0
1013351782,595.3173214695,39.6878214313,15,1
1013353358,650.6316789979,36.146204388772226,18,0
1013356047,355.752555094,29.646046257833333,12,0
1013364793,863.2486654478,41.1070793070381,21,1
1013394410,616.8042489352,32.463381522905266,19,0
1013395193,378.9277696797,34.44797906179091,11,1
1013396530,584.3909591711999,29.219547958559996,20,0
1013399609,397.6079462929,36.14617693571818,11,0
1013412071,243.112416298,30.38905203725,8,0
1013413251,78.37359523769999,26.124531745899997,3,1
1013448109,246.98373453050002,24.698373453050003,10,0
1013448182,221.3629820257,27.6703727532125,8,0
1013575075,354.0648773075,44.2581096634375,8,0
1013901131,466.1811920412,31.07874613608,15,0
1013902568,434.2289194744,33.40222457495385,13,0
1013903848,558.1719699651001,39.869426426078576,14,0
1013905074,31.689047619,31.689047619,1,0
1013906627,547.3608909919,30.408938388438887,18,0
1013909480,454.2824204887,34.94480157605385,13,0
1013910678,183.00186184700001,22.875232730875002,8,0
1013913128,403.7902922296,26.91935281530667,15,0
1013915057,19.1895,19.1895,1,0
1013919026,355.1590210107,25.368501500764285,14,0
1013930148,680.81321244215,42.55082577763437,16,1
1013933316,442.1595113494,31.58282223924286,14,1
1013939305,620.1897825974,34.45498792207778,18,0
1013942556,690.593898074,69.0593898074,10,1
1013947860,375.6373809374,28.895183149030768,13,0
1013951979,37.048555976,37.048555976,1,0
1013952241,472.59677443,59.07459680375,8,0
1013954023,260.6699005231,23.697263683918184,11,0
1013961564,525.1748973839,35.011659825593334,15,0
1013965011,92.497817811,23.12445445275,4,1
1013966399,820.73206601865,45.596225889925,18,1
1013969211,540.2841020427,30.01578344681667,18,1
1013971738,223.6332283225,24.848136480277777,9,0
1013975416,430.330054645,30.73786104607143,14,0
1013975705,263.11124624,37.587320891428575,7,1
1013977446,587.951411118,30.944811111473683,19,0
1013984152,313.4136547784,24.108742675261535,13,0
1013984780,253.5767674205,25.35767674205,10,0
1013986108,429.3298243262,47.70331381402222,9,0
1013987254,14.427857143,14.427857143,1,1
1013989086,369.24870182,36.924870182,10,1
1013991876,261.55174276729997,32.693967845912496,8,1
1013993823,361.7145062707,25.836750447907143,14,0
1013994284,159.79613596355,26.632689327258333,6,0
1013996057,172.193780996,21.5242226245,8,0
1013996412,302.35422740455,27.48674794586818,11,1
1013996990,150.739207372,25.12320122866667,6,1
1013998418,521.0116460861,57.89018289845555,9,0
1023001989,606.5490687431,33.697170485727774,18,0
1023003423,517.2173266350001,57.46859184833334,9,1
1023008331,255.92786738299998,42.65464456383333,6,0
1023009834,79.275178572,26.425059524,3,0
1023016557,813.670171879,73.97001562536364,11,1
1023016649,58.117436245,14.52935906125,4,0
1023020955,201.9806150816,28.854373583085714,7,0
1023031408,437.085459925,31.220389994642858,14,0
1023032190,504.2496244183,36.01783031559286,14,1
1023037686,65.444655172,32.722327586,2,0
1023042595,395.9012243532,35.99102039574546,11,0
1023043213,672.0699918146,37.33722176747778,18,0
1023043429,369.489458466,33.58995076963636,11,0
1023044435,698.5952899814,33.266442380066664,21,1
1023045333,467.483521342,42.49850194018182,11,0
1023046513,292.307342339,36.538417792375,8,0
1023051281,424.3836765721,30.31311975515,14,0
1023051810,394.938097637,26.329206509133332,15,0
1023052743,507.8252021048,36.273228721771424,14,1
1023053576,423.68924203200004,35.307436836,12,0
1023055209,256.799760274,23.345432752181818,11,1
1023055514,404.2431774803,40.42431774803,10,0
1023056538,34.234692022000004,17.117346011000002,2,0
1023058252,446.9677443975,37.247312033125,12,0
1023058922,290.5196703419,29.05196703419,10,1
1023060712,265.683814841,33.210476855125,8,0
1023062403,332.6406954725,30.240063224772726,11,0
1023068137,352.9167255048,32.08333868225455,11,1
1023069523,642.1884700989999,49.399113084538456,13,0
1023069788,32.1555555555,32.1555555555,1,0
1023070265,26.41,26.41,1,0
1023074325,433.205925496,54.150740687,8,0
1023075702,120.77986198,40.25995399333333,3,0
1023076080,478.2981335571,26.57211853095,18,0
1023078243,687.3394863119,38.18552701732778,18,1
1023080165,109.3586777502,21.87173555004,5,0
1023081171,376.4996356971,28.961510438238463,13,0
1023083169,410.4332356176,45.6036928464,9,0
1023083425,51.36,25.68,2,0
1023086717,1085.1023507863,40.18897595504814,27,1
1023087152,285.9817415417,28.59817415417,10,0
1023090701,540.3451096153,30.019172756405553,18,0
1023093184,277.8855499371,25.262322721554543,11,1
1023093895,135.902360117,33.97559002925,4,0
1023096021,462.8695990707,35.60535377466923,13,0
1023097854,507.19134985,36.22795356071428,14,0
1023098928,958.014594122,35.48202200451852,27,1
1023100344,269.400892579,26.940089257900002,10,0
1023104528,343.7098789979,28.642489916491666,12,0
1023111259,437.8780853997,39.8070986727,11,1
1023117678,235.7667181295,26.196302014388888,9,0
1023118916,346.099695265,57.683282544166666,6,1
1023126265,485.58148090090003,26.97674893893889,18,0
1023126919,933.7387019737,38.90577924890417,24,1
1023129285,417.4260481919,37.9478225629,11,0
1023149697,485.5291995988,34.6806571142,14,0
1023158037,179.1319008845,44.782975221125,4,0
1023165990,534.823357462,29.712408747888887,18,0
1023180395,52.554375,52.554375,1,1
1023183316,56.288495921,18.762831973666668,3,0
1023195880,409.65896741840004,27.310597827893336,15,0
1023198520,444.6326686771,44.463266867710004,10,1
1023200540,345.7689314478,34.57689314478,10,0
1023201993,28.859736842,28.859736842,1,0
1023206810,891.1036087851,46.9001899360579,19,1
1023211869,50.232162162,50.232162162,1,1
1023212933,210.0486494643,26.2560811830375,8,0
1023216975,585.11345489395,34.41843852317353,17,1
1023223773,697.8426069621,33.23060033152857,21,0
1023228293,821.4993992,37.34088178181818,22,1
1023229838,528.829284929,31.10760499582353,17,0
1023235488,480.2659059926,28.250935646623528,17,0
1023237872,322.2056634458,23.01469024612857,14,0
1023242567,442.704795473,36.89206628941667,12,1
1023243730,172.74981578999999,24.67854511285714,7,0
1023244977,349.11089548670003,38.790099498522224,9,0
1023250917,1185.616351991,49.400681332958335,24,1
1023252780,601.613067243,35.38900395547059,17,0
1023255064,248.436611756,24.843661175599998,10,0
1023256997,429.7882482994,35.815687358283334,12,0
1023257953,599.5433936076,54.503944873418185,11,0
1023266087,413.338617767,37.576237978818185,11,0
1023269123,290.2160216345,24.184668469541666,12,0
1023272168,196.7779364988,21.86421516653333,9,0
1023275104,774.978443791,51.665229586066665,15,1
1023277928,288.9100868589,22.2238528353,13,0
1023278868,631.7099759764001,37.15941035155294,17,0
1023279247,563.6019058106,35.2251191131625,16,1
1023285921,949.112538322,35.152316234148145,27,1
1023294071,441.2750322374,31.519645159814285,14,0
1023306974,307.2090037139,30.72090037139,10,0
1023307154,174.13480617049999,29.022467695083332,6,0
1023309440,112.56245774640001,18.7604096244,6,0
1023319332,629.1109340406,34.9506074467,18,1
1023320421,743.9257535362999,35.425035882680945,21,0
1023332467,243.5323236463,30.4415404557875,8,0
1023334976,338.1532271154,37.5725807906,9,0
1023335072,305.0822440425,27.73474945840909,11,0
1023336872,453.9321321465,37.827677678875,12,1
1023338068,119.371977796,23.8743955592,5,0
1023351764,671.7489100180001,47.98206500128572,14,0
1023362456,541.2436143773,27.062180718865,20,0
1023372604,511.2347713076,42.602897608966664,12,1
1023376696,413.94576890260004,27.59638459350667,15,0
1023402591,323.711839168,35.96798212977777,9,0
1023405131,470.1909268297,36.168532833053845,13,0
1023422862,85.429969828,28.476656609333332,3,0
1023428828,1595.2182153317,49.85056922911563,32,1
1023435328,369.0690831447,26.362077367478573,14,0
1023436482,369.3793215344,33.57993832130909,11,0
1023436532,371.6348818124,26.545348700885715,14,0
1023451663,881.1192488410001,67.778403757,13,1
1023453362,799.5969076151999,30.753727215969228,26,1
1023454824,323.2921787158,29.390198065072727,11,0
1023455219,242.4394624603,20.203288538358333,12,0
1023456662,261.7556125092,29.083956945466664,9,1
1023458106,125.417406485,17.916772355,7,0
1023463643,2.409047619,2.409047619,1,1
1023464559,322.47912553599997,24.806086579692305,13,0
1023464567,360.5560510038,40.06178344486667,9,0
1023465945,30.174716981,30.174716981,1,0
1023466539,98.44966028200001,32.81655342733334,3,0
1023470697,473.5851257329,47.35851257329,10,0
1023471745,375.6869360449,31.307244670408334,12,0
1023472651,155.055037878,22.150719696857145,7,1
1023493442,28.676060606,28.676060606,1,0
1023493962,584.075401355,44.9288770273077,13,1
1023542305,328.4611602635,25.26624309719231,13,0
1023566288,189.770647583,31.628441263833334,6,0
1033102926,294.2483159523,29.42483159523,10,0
1033110721,645.6770144308,33.98300075951579,19,0
1033111984,356.9149794375,25.493927102678573,14,0
1033115209,341.032629513,48.71894707328572,7,1
1033115761,178.9246577646,25.560665394942855,7,0
1033115902,233.848352077,58.46208801925,4,1
1033118328,1131.5946381108001,80.82818843648572,14,1
1033118690,574.6368100715,31.924267226194445,18,0
1033119920,260.22965158200003,37.17566451171429,7,1
1033122247,77.27188155799999,15.454376311599997,5,1
1033124581,490.25023491,32.683348994,15,0
1033127741,414.397070909,31.87669776223077,13,0
1033131453,443.0668253495,27.69167658434375,16,0
1033135389,701.9055981808,35.09527990904,20,1
1033140223,129.183415917,32.29585397925,4,0
1033142229,60.478036984,30.239018492,2,1
1033144829,1271.92552303225,55.30110969705435,23,1
1033146808,222.2469668166,31.749566688085714,7,0
1033149364,408.5299122677,45.39221247418889,9,0
1033156633,139.763614759,69.8818073795,2,1
1033158167,219.940375814,73.31345860466666,3,1
1033159629,349.2562293252,34.92562293252,10,0
1033165493,292.664502165,58.532900432999995,5,0
1033168398,210.95888298970002,30.13698328424286,7,0
1033170402,454.593670789,34.96874390684615,13,1
1033170998,622.2157072298,38.8884817018625,16,0
1033174370,137.05026554420002,22.841710924033336,6,1
1033177399,843.4945923530499,38.340663288775,22,1
1033178090,513.8153572957,34.25435715304666,15,1
1033178553,207.5960868353,23.06623187058889,9,0
1033181524,319.2632311005,35.473692344499995,9,0
1033182035,312.701136115,78.17528402875,4,1
1033184445,688.4398061226,43.0274878826625,16,1
1033187950,797.1311528571,41.95427120300526,19,1
1033191150,603.1124662498,35.47720389704706,17,0
1033191333,314.944601509,24.226507808384614,13,0
1033192463,1280.5253787204501,14.889829985121514,86,1
1033200050,44.011338354,22.005669177,2,0
1033200720,257.1329895526,25.71329895526,10,0
1033209648,622.3221573641,38.89513483525625,16,0
1033214689,305.436467278,50.90607787966667,6,1
1033219324,214.681317599,71.56043919966667,3,1
1033221189,166.1952327653,23.74217610932857,7,0
1033222880,645.9172467034,32.29586233517,20,0
1033228051,529.8665665301,29.437031473894447,18,0
1033237912,267.3280150191,38.1897164313,7,0
1033245865,760.30886290845,34.55949376856591,22,0
1033255708,570.0026864324,38.00017909549333,15,0
1033256201,40.636153846,40.636153846,1,0
1033261151,494.721548834,49.472154883399995,10,1
1033266762,348.9574648526,34.895746485260005,10,0
1033266788,902.511821867,100.27909131855556,9,1
1033282967,104.74000000000001,52.370000000000005,2,0
1033290325,1784.1450389065,63.719465675232144,28,1
1033291109,210.702002645,70.23400088166666,3,1
1033299631,244.0738312164,24.407383121640002,10,0
1033300454,313.70879174920003,20.91391944994667,15,0
1033303102,76.930055117,38.4650275585,2,1
1033304951,577.7642117065,38.51761411376666,15,1
1033314653,250.1402698691,20.845022489091665,12,0
1033319355,228.758031198,28.59475389975,8,0
1033325311,271.1721162268,24.652010566072725,11,0
1033328919,445.1032372283,31.793088373449997,14,0
1033343611,548.1816649627,27.409083248134998,20,0
1033344148,396.650789816,39.6650789816,10,1
1033344486,256.7671819493,25.676718194929997,10,0
1033351044,122.987371239,30.74684280975,4,0
1033353719,852.8599434666,42.64299717333,20,1
1033361712,510.2858222855,39.252755560423076,13,0
1033366570,238.6263565434,19.88552971195,12,0
1033367966,318.3162381085,63.663247621699995,5,1
1033373311,227.6937789433,28.4617223679125,8,0
1033380209,20.42625,20.42625,1,1
1033383351,9641.8465436676,87.65315039697818,110,1
1033391008,569.0127649785001,33.47133911638235,17,1
1033395991,549.7263250412,34.357895315075,16,0
1033419007,301.25560721749997,37.656950902187496,8,0
1033433578,373.941979425,41.549108825,9,0
1033434865,574.730461196,31.92947006644444,18,0
1033435094,283.2780540015,31.4753393335,9,0
1033461959,281.8059160016,23.483826333466666,12,0
1033472790,533.3671066291,41.028238971469236,13,0
1033474077,123.554774165,41.18492472166667,3,0
1033474192,382.9119236172,29.45476335516923,13,0
1033475066,232.982766108,29.1228457635,8,1
1033479282,1396.03529878585,46.534509959528336,30,1
1033504121,677.2414842994,37.624526905522224,18,0
1033520887,424.99219399649996,60.71317057092857,7,1
1033521976,205.6604588968,25.7075573621,8,0
1033525456,246.118786058,61.5296965145,4,0
1033537527,515.121763496,28.617875749777777,18,0
1033552377,359.5967750095,39.95519722327778,9,0
1033555834,355.344535969,44.418066996125,8,0
1033566575,534.56819089,35.63787939266667,15,0
1033572151,158.68695796999998,22.66956542428571,7,0
1033588041,650.983413627,38.29314197805883,17,1
1033605696,378.64836131100003,37.864836131100006,10,0
1033616099,39.89,39.89,1,0
1033630058,29.18,29.18,1,0
1033639703,371.0618530244,41.22909478048889,9,0
1033641865,320.6312780981,29.14829800891818,11,0
1033644125,516.555441828,43.046286818999995,12,1
1033647615,37.769958333,37.769958333,1,0
1033647714,348.9610594996,34.89610594996,10,0
1033648456,156.20548554750002,31.241097109500004,5,0
1033649975,22.4634763101,7.4878254367,3,0
1033695648,265.9778938926,33.247236736575,8,0
1033697420,208.3762732092,26.04703415115,8,1
1043200967,507.95447698455,36.282462641753575,14,0
1043204712,349.4170144601,29.118084538341666,12,1
1043206527,654.65951377,81.83243922125,8,1
1043208846,527.99591925765,32.99974495360313,16,0
1043209042,612.5864950328,26.634195436208696,23,0
1043212327,454.6633856229,34.97410658637693,13,0
1043213481,498.1283141435,33.208554276233336,15,0
1043213549,117.5656257239,29.391406430975,4,0
1043215098,262.8567490847,21.90472909039167,12,0
1043215973,109.686271418,21.9372542836,5,0
1043219777,459.081784795,38.25681539958333,12,0
1043228083,3098.4256237561,91.13016540459117,34,1
1043231814,734.1119303891,36.705596519455,20,0
1043242191,326.9347529246,20.4334220577875,16,1
1043242530,413.6603905855,45.96226562061111,9,1
1043245657,73.538003992,14.7076007984,5,0
1043251101,335.6050412383,37.289449026477776,9,0
1043252224,396.9264789459,33.077206578825,12,0
1043256464,166.22896367175,27.704827278625,6,0
1043265051,495.61815803,38.12447369461539,13,1
1043265168,388.3096133473,29.869970257484617,13,0
1043266901,55.785885854,13.9464714635,4,0
1043267461,524.9169211742,27.62720637758947,19,0
1043268576,263.5334449804,29.281493886711115,9,0
1043271901,343.1634277608,24.511673411485713,14,1
1043273600,453.2638989499,28.32899368436875,16,0
1043278302,551.0936459972,36.73957639981334,15,0
1043280126,709.5297514327,70.95297514327,10,1
1043280332,114.31650594,38.10550198,3,0
1043282049,37.033191489000004,18.516595744500002,2,0
1043282379,799.425510731,49.9640944206875,16,1
1043284649,196.391888889,98.1959444445,2,0
1043285620,327.49565154239997,32.749565154239995,10,0
1043287808,747.8300767125,33.992276214204544,22,0
1043288657,472.128996584,67.446999512,7,1
1043294754,446.2753865344,34.32887588726154,13,0
1043297062,206.3068693472,25.7883586684,8,0
1043303910,1219.296498555,135.47738872833332,9,1
1043306236,127.69622954100001,42.565409847000005,3,0
1043311947,380.4079242085,42.26754713427778,9,1
1043315922,427.8606192615,42.78606192615,10,1
1043318512,706.498888928,50.464206352000005,14,1
1043319908,383.612020525,42.62355783611111,9,0
1043324338,739.0735139525,41.05963966402778,18,0
1043327059,90.500816147,18.1001632294,5,0
1043327562,485.42645491129997,40.452204575941664,12,0
1043339294,625.9188349153,52.15990290960833,12,1
1043346414,365.8603928379,33.260035712536364,11,0
1043351810,229.8850434702,32.84072049574286,7,0
1043362536,37.744670782,37.744670782,1,0
1043363070,381.0760408192,23.8172525512,16,0
1043364466,431.6023389216,28.773489261439998,15,0
1043366719,506.997356759,36.214096911357146,14,0
1043367832,28.346764706,28.346764706,1,0
1043368723,102.9515014874,20.59030029748,5,0
1043369069,532.8478008218,38.06055720155714,14,0
1043371420,246.0384426071,27.337604734122223,9,0
1043375280,299.729944274,37.46624303425,8,1
1043393820,539.6957535564,38.54969668259999,14,0
1043402597,286.5124787585,40.93035410835714,7,1
1043403348,361.6727463871,36.16727463871,10,0
1043403827,392.93177097700004,56.133110139571436,7,0
1043411168,354.82465287,44.35308160875,8,1
1043413271,239.2106265782,21.74642059801818,11,1
1043417728,409.6946642809,29.263904591492857,14,1
1043427636,557.9431893025501,34.87144933140938,16,1
1043432701,286.3373536769,26.03066851608182,11,0
1043432719,591.3418077618,73.917725970225,8,1
1043448178,151.9699455455,25.328324257583333,6,0
1043450281,37.160606061,37.160606061,1,0
1043453855,261.27185728,52.254371456,5,1
1043455975,674.3649149225,35.49289025907895,19,0
1043469406,108.30000000000001,54.150000000000006,2,0
1043472335,310.46880184500003,44.35268597785715,7,0
1043474885,398.7189905796,24.919936911225,16,0
1043479991,455.6041976904,41.4185634264,11,1
1043482508,250.5758012535,41.76263354225,6,1
1043492184,591.6230165448,39.44153443632,15,0
1043500804,515.1863751015,28.621465283416665,18,1
1043503055,742.97812474805,57.15216344215769,13,1
1043506108,451.7697552441,30.11798368294,15,1
1043507288,317.2250631641,31.722506316409998,10,0
1043507668,483.1313233258,34.509380237557146,14,0
1043508468,324.5172531801,27.043104431675,12,0
1043509250,632.88876105515,35.16048672528611,18,0
1043509755,735.6154279112,40.86752377284444,18,1
1043519838,529.101550248,66.137693781,8,1
1043531320,61.413003439,15.35325085975,4,0
1043539687,100.4722925887,20.09445851774,5,1
1043545718,73.177380952,36.588690476,2,0
1043552771,619.2475952022,36.42632912954118,17,0
1043553514,334.218377252,41.7772971565,8,0
1043556475,391.4977591529,30.11521224253077,13,0
1043560691,373.41038958545,24.894025972363334,15,0
1043571045,703.7064707276,35.185323536380004,20,0
1043571573,337.245640565,42.155705070625,8,1
1043579709,420.8428224948,38.25843840861818,11,1
1043598287,232.8943806257,25.877153402855555,9,0
1043604259,422.1642941737,38.37857219760909,11,0
1043605298,453.370221817,34.874632447461536,13,0
1043605645,363.1678849323,30.263990411025002,12,0
1043605884,631.9789281931,42.13192854620667,15,0
1043605918,467.496441502,31.166429433466664,15,0
1043620156,179.9752617885,25.71075168407143,7,0
1043625734,420.054961385,38.186814671363635,11,0
1043630312,367.55104118765,36.755104118765004,10,0
